Name,Value,Start,Size,Color
uchar spot01_room_0[40672],,2834000h,9EE0h,Fg: Bg:0xFFFFC4
uchar spot02_scene[48256],,283E000h,BC80h,Fg: Bg:0xFFFFC4
uchar spot02_room_0[9952],,284A000h,26E0h,Fg: Bg:0xFFFFC4
uchar spot02_room_1[122768],,284D000h,1DF90h,Fg: Bg:0xFFFFC4
uchar spot03_scene[46432],,286B000h,B560h,Fg: Bg:0xFFFFC4
uchar spot03_room_0[55680],,2877000h,D980h,Fg: Bg:0xFFFFC4
uchar spot03_room_1[29952],,2885000h,7500h,Fg: Bg:0xFFFFC4
uchar spot04_scene[70208],,288D000h,11240h,Fg: Bg:0xFFFFC4
uchar spot04_room_0[111760],,289F000h,1B490h,Fg: Bg:0xFFFFC4
uchar spot04_room_1[34176],,28BB000h,8580h,Fg: Bg:0xFFFFC4
uchar spot04_room_2[20592],,28C4000h,5070h,Fg: Bg:0xFFFFC4
uchar spot05_scene[85344],,28CA000h,14D60h,Fg: Bg:0xFFFFC4
uchar spot05_room_0[40704],,28DF000h,9F00h,Fg: Bg:0xFFFFC4
uchar spot06_scene[111664],,28E9000h,1B430h,Fg: Bg:0xFFFFC4
uchar spot06_room_0[42528],,2905000h,A620h,Fg: Bg:0xFFFFC4
uchar spot07_scene[38944],,2910000h,9820h,Fg: Bg:0xFFFFC4
uchar spot07_room_0[25328],,291A000h,62F0h,Fg: Bg:0xFFFFC4
uchar spot07_room_1[51616],,2921000h,C9A0h,Fg: Bg:0xFFFFC4
uchar spot08_scene[71328],,292E000h,116A0h,Fg: Bg:0xFFFFC4
uchar spot08_room_0[33120],,2940000h,8160h,Fg: Bg:0xFFFFC4
uchar spot09_scene[69984],,2949000h,11160h,Fg: Bg:0xFFFFC4
uchar spot09_room_0[34752],,295B000h,87C0h,Fg: Bg:0xFFFFC4
uchar spot10_scene[66608],,2964000h,10430h,Fg: Bg:0xFFFFC4
uchar spot10_room_0[9712],,2975000h,25F0h,Fg: Bg:0xFFFFC4
uchar spot10_room_1[33840],,2978000h,8430h,Fg: Bg:0xFFFFC4
uchar spot10_room_2[19440],,2981000h,4BF0h,Fg: Bg:0xFFFFC4
uchar spot10_room_3[23216],,2986000h,5AB0h,Fg: Bg:0xFFFFC4
uchar spot10_room_4[9424],,298C000h,24D0h,Fg: Bg:0xFFFFC4
uchar spot10_room_5[28656],,298F000h,6FF0h,Fg: Bg:0xFFFFC4
uchar spot10_room_6[15088],,2996000h,3AF0h,Fg: Bg:0xFFFFC4
uchar spot10_room_7[9664],,299A000h,25C0h,Fg: Bg:0xFFFFC4
uchar spot10_room_8[9840],,299D000h,2670h,Fg: Bg:0xFFFFC4
uchar spot10_room_9[15328],,29A0000h,3BE0h,Fg: Bg:0xFFFFC4
uchar spot11_scene[103648],,29A4000h,194E0h,Fg: Bg:0xFFFFC4
uchar spot11_room_0[51136],,29BE000h,C7C0h,Fg: Bg:0xFFFFC4
uchar spot12_scene[65152],,29CB000h,FE80h,Fg: Bg:0xFFFFC4
uchar spot12_room_0[71104],,29DB000h,115C0h,Fg: Bg:0xFFFFC4
uchar spot12_room_1[49312],,29ED000h,C0A0h,Fg: Bg:0xFFFFC4
uchar spot13_scene[24112],,29FA000h,5E30h,Fg: Bg:0xFFFFC4
uchar spot13_room_0[2320],,2A00000h,910h,Fg: Bg:0xFFFFC4
uchar spot13_room_1[76352],,2A01000h,12A40h,Fg: Bg:0xFFFFC4
uchar spot15_scene[99584],,2A14000h,18500h,Fg: Bg:0xFFFFC4
uchar spot15_room_0[53696],,2A2D000h,D1C0h,Fg: Bg:0xFFFFC4
uchar spot16_scene[125584],,2A3B000h,1EA90h,Fg: Bg:0xFFFFC4
uchar spot16_room_0[44304],,2A5A000h,AD10h,Fg: Bg:0xFFFFC4
uchar spot17_scene[65248],,2A65000h,FEE0h,Fg: Bg:0xFFFFC4
uchar spot17_room_0[26752],,2A75000h,6880h,Fg: Bg:0xFFFFC4
uchar spot17_room_1[74592],,2A7C000h,12360h,Fg: Bg:0xFFFFC4
uchar spot18_scene[42064],,2A8F000h,A450h,Fg: Bg:0xFFFFC4
uchar spot18_room_0[75728],,2A9A000h,127D0h,Fg: Bg:0xFFFFC4
uchar spot18_room_1[25088],,2AAD000h,6200h,Fg: Bg:0xFFFFC4
uchar spot18_room_2[72112],,2AB4000h,119B0h,Fg: Bg:0xFFFFC4
uchar spot18_room_3[122096],,2AC6000h,1DCF0h,Fg: Bg:0xFFFFC4
uchar market_day_scene[9840],,2AE4000h,2670h,Fg: Bg:0xFFFFC4
uchar market_day_room_0[22640],,2AE7000h,5870h,Fg: Bg:0xFFFFC4
uchar market_night_scene[9776],,2AED000h,2630h,Fg: Bg:0xFFFFC4
uchar market_night_room_0[22432],,2AF0000h,57A0h,Fg: Bg:0xFFFFC4
uchar testroom_scene[16896],,2AF6000h,4200h,Fg: Bg:0xFFFFC4
uchar testroom_room_0[17920],,2AFB000h,4600h,Fg: Bg:0xFFFFC4
uchar testroom_room_1[9200],,2B00000h,23F0h,Fg: Bg:0xFFFFC4
uchar testroom_room_2[12928],,2B03000h,3280h,Fg: Bg:0xFFFFC4
uchar testroom_room_3[14880],,2B07000h,3A20h,Fg: Bg:0xFFFFC4
uchar testroom_room_4[768],,2B0B000h,300h,Fg: Bg:0xFFFFC4
uchar kenjyanoma_scene[14576],,2B0C000h,38F0h,Fg: Bg:0xFFFFC4
uchar kenjyanoma_room_0[78096],,2B10000h,13110h,Fg: Bg:0xFFFFC4
uchar tokinoma_scene[75680],,2B24000h,127A0h,Fg: Bg:0xFFFFC4
uchar tokinoma_room_0[94688],,2B37000h,171E0h,Fg: Bg:0xFFFFC4
uchar tokinoma_room_1[28880],,2B4F000h,70D0h,Fg: Bg:0xFFFFC4
uchar sutaru_scene[2992],,2B57000h,BB0h,Fg: Bg:0xFFFFC4
uchar sutaru_room_0[29424],,2B58000h,72F0h,Fg: Bg:0xFFFFC4
uchar link_home_scene[7008],,2B60000h,1B60h,Fg: Bg:0xFFFFC4
uchar link_home_room_0[162944],,2B62000h,27C80h,Fg: Bg:0xFFFFC4
uchar kokiri_shop_scene[2432],,2B8A000h,980h,Fg: Bg:0xFFFFC4
uchar kokiri_shop_room_0[199824],,2B8B000h,30C90h,Fg: Bg:0xFFFFC4
uchar kokiri_home_scene[3264],,2BBC000h,CC0h,Fg: Bg:0xFFFFC4
uchar kokiri_home_room_0[179248],,2BBD000h,2BC30h,Fg: Bg:0xFFFFC4
uchar kakusiana_scene[55328],,2BE9000h,D820h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_0[29344],,2BF7000h,72A0h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_1[20880],,2BFF000h,5190h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_2[10432],,2C05000h,28C0h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_3[20784],,2C08000h,5130h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_4[31072],,2C0E000h,7960h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_5[18144],,2C16000h,46E0h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_6[23152],,2C1B000h,5A70h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_7[16336],,2C21000h,3FD0h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_8[13872],,2C25000h,3630h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_9[23248],,2C29000h,5AD0h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_10[23088],,2C2F000h,5A30h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_11[34480],,2C35000h,86B0h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_12[32336],,2C3E000h,7E50h,Fg: Bg:0xFFFFC4
uchar kakusiana_room_13[28368],,2C46000h,6ED0h,Fg: Bg:0xFFFFC4
uchar entra_scene[992],,2C4D000h,3E0h,Fg: Bg:0xFFFFC4
uchar entra_room_0[154480],,2C4E000h,25B70h,Fg: Bg:0xFFFFC4
uchar moribossroom_scene[6400],,2C74000h,1900h,Fg: Bg:0xFFFFC4
uchar moribossroom_room_0[24256],,2C76000h,5EC0h,Fg: Bg:0xFFFFC4
uchar moribossroom_room_1[55984],,2C7C000h,DAB0h,Fg: Bg:0xFFFFC4
uchar syatekijyou_scene[49856],,2C8A000h,C2C0h,Fg: Bg:0xFFFFC4
uchar syatekijyou_room_0[30448],,2C97000h,76F0h,Fg: Bg:0xFFFFC4
uchar shop1_scene[752],,2C9F000h,2F0h,Fg: Bg:0xFFFFC4
uchar shop1_room_0[169904],,2CA0000h,297B0h,Fg: Bg:0xFFFFC4
uchar hairal_niwa_scene[70544],,2CCA000h,11390h,Fg: Bg:0xFFFFC4
uchar hairal_niwa_room_0[43232],,2CDC000h,A8E0h,Fg: Bg:0xFFFFC4
uchar ganon_tou_scene[19312],,2CE7000h,4B70h,Fg: Bg:0xFFFFC4
uchar ganon_tou_room_0[80624],,2CEC000h,13AF0h,Fg: Bg:0xFFFFC4
uchar sasatest_scene[11040],,2D00000h,2B20h,Fg: Bg:0xFFFFC4
uchar sasatest_room_0[13904],,2D03000h,3650h,Fg: Bg:0xFFFFC4
uchar market_alley_scene[4688],,2D07000h,1250h,Fg: Bg:0xFFFFC4
uchar market_alley_room_0[481024],,2D09000h,75700h,Fg: Bg:0xFFFFC4
uchar spot20_scene[73248],,2D7F000h,11E20h,Fg: Bg:0xFFFFC4
uchar spot20_room_0[26320],,2D91000h,66D0h,Fg: Bg:0xFFFFC4
uchar market_ruins_scene[5680],,2D98000h,1630h,Fg: Bg:0xFFFFC4
uchar market_ruins_room_0[10272],,2D9A000h,2820h,Fg: Bg:0xFFFFC4
uchar entra_n_scene[1072],,2D9D000h,430h,Fg: Bg:0xFFFFC4
uchar entra_n_room_0[154480],,2D9E000h,25B70h,Fg: Bg:0xFFFFC4
uchar enrui_scene[992],,2DC4000h,3E0h,Fg: Bg:0xFFFFC4
uchar enrui_room_0[154464],,2DC5000h,25B60h,Fg: Bg:0xFFFFC4
uchar market_alley_n_scene[4848],,2DEB000h,12F0h,Fg: Bg:0xFFFFC4
uchar market_alley_n_room_0[481008],,2DED000h,756F0h,Fg: Bg:0xFFFFC4
uchar hiral_demo_scene[15696],,2E63000h,3D50h,Fg: Bg:0xFFFFC4
uchar hiral_demo_room_0[1600],,2E67000h,640h,Fg: Bg:0xFFFFC4
uchar kokiri_home3_scene[6048],,2E68000h,17A0h,Fg: Bg:0xFFFFC4
uchar kokiri_home3_room_0[222736],,2E6A000h,36610h,Fg: Bg:0xFFFFC4
uchar malon_stable_scene[1648],,2EA1000h,670h,Fg: Bg:0xFFFFC4
uchar malon_stable_room_0[189008],,2EA2000h,2E250h,Fg: Bg:0xFFFFC4
uchar kakariko_scene[3744],,2ED1000h,EA0h,Fg: Bg:0xFFFFC4
uchar kakariko_room_0[176064],,2ED2000h,2AFC0h,Fg: Bg:0xFFFFC4
uchar bdan_boss_scene[3648],,2EFD000h,E40h,Fg: Bg:0xFFFFC4
uchar bdan_boss_room_0[12320],,2EFE000h,3020h,Fg: Bg:0xFFFFC4
uchar bdan_boss_room_1[20672],,2F02000h,50C0h,Fg: Bg:0xFFFFC4
uchar FIRE_bs_scene[19456],,2F08000h,4C00h,Fg: Bg:0xFFFFC4
uchar FIRE_bs_room_0[17008],,2F0D000h,4270h,Fg: Bg:0xFFFFC4
uchar FIRE_bs_room_1[28640],,2F12000h,6FE0h,Fg: Bg:0xFFFFC4
uchar hut_scene[1296],,2F19000h,510h,Fg: Bg:0xFFFFC4
uchar hut_room_0[169376],,2F1A000h,295A0h,Fg: Bg:0xFFFFC4
uchar daiyousei_izumi_scene[57344],,2F44000h,E000h,Fg: Bg:0xFFFFC4
uchar daiyousei_izumi_room_0[14608],,2F52000h,3910h,Fg: Bg:0xFFFFC4
uchar hakaana_scene[2704],,2F56000h,A90h,Fg: Bg:0xFFFFC4
uchar hakaana_room_0[30928],,2F57000h,78D0h,Fg: Bg:0xFFFFC4
uchar yousei_izumi_tate_scene[34832],,2F5F000h,8810h,Fg: Bg:0xFFFFC4
uchar yousei_izumi_tate_room_0[17104],,2F68000h,42D0h,Fg: Bg:0xFFFFC4
uchar yousei_izumi_yoko_scene[52640],,2F6D000h,CDA0h,Fg: Bg:0xFFFFC4
uchar yousei_izumi_yoko_room_0[16400],,2F7A000h,4010h,Fg: Bg:0xFFFFC4
uchar golon_scene[928],,2F7F000h,3A0h,Fg: Bg:0xFFFFC4
uchar golon_room_0[156112],,2F80000h,261D0h,Fg: Bg:0xFFFFC4
uchar zoora_scene[912],,2FA7000h,390h,Fg: Bg:0xFFFFC4
uchar zoora_room_0[156128],,2FA8000h,261E0h,Fg: Bg:0xFFFFC4
uchar drag_scene[1008],,2FCF000h,3F0h,Fg: Bg:0xFFFFC4
uchar drag_room_0[179808],,2FD0000h,2BE60h,Fg: Bg:0xFFFFC4
uchar alley_shop_scene[1456],,2FFC000h,5B0h,Fg: Bg:0xFFFFC4
uchar alley_shop_room_0[158768],,2FFD000h,26C30h,Fg: Bg:0xFFFFC4
uchar night_shop_scene[1648],,3024000h,670h,Fg: Bg:0xFFFFC4
uchar night_shop_room_0[166240],,3025000h,28960h,Fg: Bg:0xFFFFC4
uchar impa_scene[3344],,304E000h,D10h,Fg: Bg:0xFFFFC4
uchar impa_room_0[159648],,304F000h,26FA0h,Fg: Bg:0xFFFFC4
uchar labo_scene[3824],,3076000h,EF0h,Fg: Bg:0xFFFFC4
uchar labo_room_0[182000],,3077000h,2C6F0h,Fg: Bg:0xFFFFC4
uchar tent_scene[1664],,30A4000h,680h,Fg: Bg:0xFFFFC4
uchar tent_room_0[210592],,30A5000h,336A0h,Fg: Bg:0xFFFFC4
uchar nakaniwa_scene[14880],,30D9000h,3A20h,Fg: Bg:0xFFFFC4
uchar nakaniwa_room_0[97984],,30DD000h,17EC0h,Fg: Bg:0xFFFFC4
uchar ddan_boss_scene[10336],,30F5000h,2860h,Fg: Bg:0xFFFFC4
uchar ddan_boss_room_0[20016],,30F8000h,4E30h,Fg: Bg:0xFFFFC4
uchar ddan_boss_room_1[15840],,30FD000h,3DE0h,Fg: Bg:0xFFFFC4
uchar ydan_boss_scene[5952],,3101000h,1740h,Fg: Bg:0xFFFFC4
uchar ydan_boss_room_0[28656],,3103000h,6FF0h,Fg: Bg:0xFFFFC4
uchar ydan_boss_room_1[26608],,310A000h,67F0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_bs_scene[10112],,3111000h,2780h,Fg: Bg:0xFFFFC4
uchar HAKAdan_bs_room_0[10720],,3114000h,29E0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_bs_room_1[24400],,3117000h,5F50h,Fg: Bg:0xFFFFC4
uchar MIZUsin_bs_scene[6752],,311D000h,1A60h,Fg: Bg:0xFFFFC4
uchar MIZUsin_bs_room_0[17520],,311F000h,4470h,Fg: Bg:0xFFFFC4
uchar MIZUsin_bs_room_1[45808],,3124000h,B2F0h,Fg: Bg:0xFFFFC4
uchar ganon_scene[67504],,3130000h,107B0h,Fg: Bg:0xFFFFC4
uchar ganon_room_0[32464],,3141000h,7ED0h,Fg: Bg:0xFFFFC4
uchar ganon_room_1[30576],,3149000h,7770h,Fg: Bg:0xFFFFC4
uchar ganon_room_2[30800],,3151000h,7850h,Fg: Bg:0xFFFFC4
uchar ganon_room_3[30512],,3159000h,7730h,Fg: Bg:0xFFFFC4
uchar ganon_room_4[37072],,3161000h,90D0h,Fg: Bg:0xFFFFC4
uchar ganon_room_5[35600],,316B000h,8B10h,Fg: Bg:0xFFFFC4
uchar ganon_room_6[39840],,3174000h,9BA0h,Fg: Bg:0xFFFFC4
uchar ganon_room_7[42912],,317E000h,A7A0h,Fg: Bg:0xFFFFC4
uchar ganon_room_8[27616],,3189000h,6BE0h,Fg: Bg:0xFFFFC4
uchar ganon_room_9[22816],,3190000h,5920h,Fg: Bg:0xFFFFC4
uchar ganon_boss_scene[31776],,3196000h,7C20h,Fg: Bg:0xFFFFC4
uchar ganon_boss_room_0[24192],,319E000h,5E80h,Fg: Bg:0xFFFFC4
uchar jyasinboss_scene[36080],,31A4000h,8CF0h,Fg: Bg:0xFFFFC4
uchar jyasinboss_room_0[4048],,31AD000h,FD0h,Fg: Bg:0xFFFFC4
uchar jyasinboss_room_1[32320],,31AE000h,7E40h,Fg: Bg:0xFFFFC4
uchar jyasinboss_room_2[15808],,31B6000h,3DC0h,Fg: Bg:0xFFFFC4
uchar jyasinboss_room_3[46848],,31BA000h,B700h,Fg: Bg:0xFFFFC4
uchar kokiri_home4_scene[6832],,31C6000h,1AB0h,Fg: Bg:0xFFFFC4
uchar kokiri_home4_room_0[231760],,31C8000h,38950h,Fg: Bg:0xFFFFC4
uchar kokiri_home5_scene[5136],,3201000h,1410h,Fg: Bg:0xFFFFC4
uchar kokiri_home5_room_0[200544],,3203000h,30F60h,Fg: Bg:0xFFFFC4
uchar ganon_final_scene[74112],,3234000h,12180h,Fg: Bg:0xFFFFC4
uchar ganon_final_room_0[52912],,3247000h,CEB0h,Fg: Bg:0xFFFFC4
uchar kakariko3_scene[2112],,3254000h,840h,Fg: Bg:0xFFFFC4
uchar kakariko3_room_0[173440],,3255000h,2A580h,Fg: Bg:0xFFFFC4
uchar hairal_niwa2_scene[11536],,3280000h,2D10h,Fg: Bg:0xFFFFC4
uchar hairal_niwa2_room_0[97280],,3283000h,17C00h,Fg: Bg:0xFFFFC4
uchar hakasitarelay_scene[57968],,329B000h,E270h,Fg: Bg:0xFFFFC4
uchar hakasitarelay_room_0[29376],,32AA000h,72C0h,Fg: Bg:0xFFFFC4
uchar hakasitarelay_room_1[26400],,32B2000h,6720h,Fg: Bg:0xFFFFC4
uchar hakasitarelay_room_2[33968],,32B9000h,84B0h,Fg: Bg:0xFFFFC4
uchar hakasitarelay_room_3[36064],,32C2000h,8CE0h,Fg: Bg:0xFFFFC4
uchar hakasitarelay_room_4[17536],,32CB000h,4480h,Fg: Bg:0xFFFFC4
uchar hakasitarelay_room_5[17488],,32D0000h,4450h,Fg: Bg:0xFFFFC4
uchar hakasitarelay_room_6[31408],,32D5000h,7AB0h,Fg: Bg:0xFFFFC4
uchar shrine_scene[5344],,32DD000h,14E0h,Fg: Bg:0xFFFFC4
uchar shrine_room_0[338672],,32DF000h,52AF0h,Fg: Bg:0xFFFFC4
uchar turibori_scene[75488],,3332000h,126E0h,Fg: Bg:0xFFFFC4
uchar turibori_room_0[26464],,3345000h,6760h,Fg: Bg:0xFFFFC4
uchar shrine_n_scene[5376],,334C000h,1500h,Fg: Bg:0xFFFFC4
uchar shrine_n_room_0[338704],,334E000h,52B10h,Fg: Bg:0xFFFFC4
uchar shrine_r_scene[5264],,33A1000h,1490h,Fg: Bg:0xFFFFC4
uchar shrine_r_room_0[338672],,33A3000h,52AF0h,Fg: Bg:0xFFFFC4
uchar hakaana2_scene[53392],,33F6000h,D090h,Fg: Bg:0xFFFFC4
uchar hakaana2_room_0[26640],,3404000h,6810h,Fg: Bg:0xFFFFC4
uchar gerudoway_scene[55584],,340B000h,D920h,Fg: Bg:0xFFFFC4
uchar gerudoway_room_0[19776],,3419000h,4D40h,Fg: Bg:0xFFFFC4
uchar gerudoway_room_1[29360],,341E000h,72B0h,Fg: Bg:0xFFFFC4
uchar gerudoway_room_2[15952],,3426000h,3E50h,Fg: Bg:0xFFFFC4
uchar gerudoway_room_3[45840],,342A000h,B310h,Fg: Bg:0xFFFFC4
uchar gerudoway_room_4[14624],,3436000h,3920h,Fg: Bg:0xFFFFC4
uchar gerudoway_room_5[20032],,343A000h,4E40h,Fg: Bg:0xFFFFC4
uchar hairal_niwa_n_scene[37104],,343F000h,90F0h,Fg: Bg:0xFFFFC4
uchar hairal_niwa_n_room_0[13856],,3449000h,3620h,Fg: Bg:0xFFFFC4
uchar bowling_scene[60192],,344D000h,EB20h,Fg: Bg:0xFFFFC4
uchar bowling_room_0[25056],,345C000h,61E0h,Fg: Bg:0xFFFFC4
uchar hakaana_ouke_scene[19168],,3463000h,4AE0h,Fg: Bg:0xFFFFC4
uchar hakaana_ouke_room_0[43008],,3468000h,A800h,Fg: Bg:0xFFFFC4
uchar hakaana_ouke_room_1[18432],,3473000h,4800h,Fg: Bg:0xFFFFC4
uchar hakaana_ouke_room_2[24848],,3478000h,6110h,Fg: Bg:0xFFFFC4
uchar hylia_labo_scene[69776],,347F000h,11090h,Fg: Bg:0xFFFFC4
uchar hylia_labo_room_0[30160],,3491000h,75D0h,Fg: Bg:0xFFFFC4
uchar souko_scene[27664],,3499000h,6C10h,Fg: Bg:0xFFFFC4
uchar souko_room_0[38208],,34A0000h,9540h,Fg: Bg:0xFFFFC4
uchar souko_room_1[42032],,34AA000h,A430h,Fg: Bg:0xFFFFC4
uchar souko_room_2[33152],,34B5000h,8180h,Fg: Bg:0xFFFFC4
uchar miharigoya_scene[50512],,34BE000h,C550h,Fg: Bg:0xFFFFC4
uchar miharigoya_room_0[15792],,34CB000h,3DB0h,Fg: Bg:0xFFFFC4
uchar mahouya_scene[43552],,34CF000h,AA20h,Fg: Bg:0xFFFFC4
uchar mahouya_room_0[27280],,34DA000h,6A90h,Fg: Bg:0xFFFFC4
uchar takaraya_scene[29104],,34E1000h,71B0h,Fg: Bg:0xFFFFC4
uchar takaraya_room_0[40384],,34E9000h,9DC0h,Fg: Bg:0xFFFFC4
uchar takaraya_room_1[8192],,34F3000h,2000h,Fg: Bg:0xFFFFC4
uchar takaraya_room_2[8240],,34F5000h,2030h,Fg: Bg:0xFFFFC4
uchar takaraya_room_3[10272],,34F8000h,2820h,Fg: Bg:0xFFFFC4
uchar takaraya_room_4[12320],,34FB000h,3020h,Fg: Bg:0xFFFFC4
uchar takaraya_room_5[12288],,34FF000h,3000h,Fg: Bg:0xFFFFC4
uchar takaraya_room_6[11008],,3502000h,2B00h,Fg: Bg:0xFFFFC4
uchar ganon_sonogo_scene[32528],,3505000h,7F10h,Fg: Bg:0xFFFFC4
uchar ganon_sonogo_room_0[32384],,350D000h,7E80h,Fg: Bg:0xFFFFC4
uchar ganon_sonogo_room_1[31664],,3515000h,7BB0h,Fg: Bg:0xFFFFC4
uchar ganon_sonogo_room_2[36000],,351D000h,8CA0h,Fg: Bg:0xFFFFC4
uchar ganon_sonogo_room_3[22080],,3526000h,5640h,Fg: Bg:0xFFFFC4
uchar ganon_sonogo_room_4[36080],,352C000h,8CF0h,Fg: Bg:0xFFFFC4
uchar ganon_demo_scene[36976],,3535000h,9070h,Fg: Bg:0xFFFFC4
uchar ganon_demo_room_0[16720],,353F000h,4150h,Fg: Bg:0xFFFFC4
uchar besitu_scene[1200],,3544000h,4B0h,Fg: Bg:0xFFFFC4
uchar besitu_room_0[21728],,3545000h,54E0h,Fg: Bg:0xFFFFC4
uchar face_shop_scene[880],,354B000h,370h,Fg: Bg:0xFFFFC4
uchar face_shop_room_0[190016],,354C000h,2E640h,Fg: Bg:0xFFFFC4
uchar kinsuta_scene[5648],,357B000h,1610h,Fg: Bg:0xFFFFC4
uchar kinsuta_room_0[57504],,357D000h,E0A0h,Fg: Bg:0xFFFFC4
uchar ganontikasonogo_scene[19200],,358C000h,4B00h,Fg: Bg:0xFFFFC4
uchar ganontikasonogo_room_0[97152],,3591000h,17B80h,Fg: Bg:0xFFFFC4
uchar ganontikasonogo_room_1[40736],,35A9000h,9F20h,Fg: Bg:0xFFFFC4
uchar test01_scene[15904],,35B3000h,3E20h,Fg: Bg:0xFFFFC4
uchar test01_room_0[39152],,35B7000h,98F0h,Fg: Bg:0xFFFFC4
uchar bump_texture_static[1024],,35C1000h,400h,Fg: Bg:0xFFFFC4
uchar anime_model_1_static[16],,35C2000h,10h,Fg: Bg:0xFFFFC4
uchar anime_model_2_static[16],,35C3000h,10h,Fg: Bg:0xFFFFC4
uchar anime_model_3_static[16],,35C4000h,10h,Fg: Bg:0xFFFFC4
uchar anime_model_4_static[16],,35C5000h,10h,Fg: Bg:0xFFFFC4
uchar anime_model_5_static[16],,35C6000h,10h,Fg: Bg:0xFFFFC4
uchar anime_model_6_static[16],,35C7000h,10h,Fg: Bg:0xFFFFC4
uchar anime_texture_1_static[16],,35C8000h,10h,Fg: Bg:0xFFFFC4
uchar anime_texture_2_static[16],,35C9000h,10h,Fg: Bg:0xFFFFC4
uchar anime_texture_3_static[16],,35CA000h,10h,Fg: Bg:0xFFFFC4
uchar anime_texture_4_static[16],,35CB000h,10h,Fg: Bg:0xFFFFC4
uchar anime_texture_5_static[16],,35CC000h,10h,Fg: Bg:0xFFFFC4
uchar anime_texture_6_static[16],,35CD000h,10h,Fg: Bg:0xFFFFC4
uchar softsprite_matrix_static[64],,35CE000h,40h,Fg: Bg:0xFFFFC4
