Name,Value,Start,Size,Color
uchar ovl_En_Dog[4608],,DB1BC0h,1200h,Fg: Bg:0xFFFFC4
uchar ovl_En_Door[3680],,DB2DC0h,E60h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ds[3072],,DB3C20h,C00h,Fg: Bg:0xFFFFC4
uchar ovl_En_Du[6848],,DB4820h,1AC0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Dy_Extra[1696],,DB62E0h,6A0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Eg[528],,DB6980h,210h,Fg: Bg:0xFFFFC4
uchar ovl_En_Eiyer[7312],,DB6B90h,1C90h,Fg: Bg:0xFFFFC4
uchar ovl_En_Elf[19184],,DB8820h,4AF0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Encount1[4720],,DBD310h,1270h,Fg: Bg:0xFFFFC4
uchar ovl_En_Encount2[5392],,DBE580h,1510h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ex_Item[5488],,DBFA90h,1570h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ex_Ruppy[4784],,DC1000h,12B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fd[11760],,DC22B0h,2DF0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fd_Fire[3504],,DC50A0h,DB0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fhg_Fire[10688],,DC5E50h,29C0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fire_Rock[5200],,DC8810h,1450h,Fg: Bg:0xFFFFC4
uchar ovl_En_Firefly[8720],,DC9C60h,2210h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fish[8848],,DCBE70h,2290h,Fg: Bg:0xFFFFC4
uchar ovl_En_Floormas[13456],,DCE100h,3490h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fr[11888],,DD1590h,2E70h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fu[3456],,DD4400h,D80h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fw[6176],,DD5180h,1820h,Fg: Bg:0xFFFFC4
uchar ovl_En_Fz[8448],,DD69A0h,2100h,Fg: Bg:0xFFFFC4
uchar ovl_En_G_Switch[7840],,DD8AA0h,1EA0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ganon_Mant[17056],,DDA940h,42A0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ganon_Organ[29056],,DDEBE0h,7180h,Fg: Bg:0xFFFFC4
uchar ovl_En_Gb[6128],,DE5D60h,17F0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ge1[8800],,DE7550h,2260h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ge2[6736],,DE97B0h,1A50h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ge3[3312],,DEB200h,CF0h,Fg: Bg:0xFFFFC4
uchar ovl_En_GeldB[21568],,DEBEF0h,5440h,Fg: Bg:0xFFFFC4
uchar ovl_En_GirlA[12176],,DF1330h,2F90h,Fg: Bg:0xFFFFC4
uchar ovl_En_Gm[3728],,DF42C0h,E90h,Fg: Bg:0xFFFFC4
uchar ovl_En_Go[18368],,DF5150h,47C0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Go2[24976],,DF9910h,6190h,Fg: Bg:0xFFFFC4
uchar ovl_En_Goma[11744],,DFFAA0h,2DE0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Goroiwa[9856],,E02880h,2680h,Fg: Bg:0xFFFFC4
uchar ovl_En_Gs[7936],,E04F00h,1F00h,Fg: Bg:0xFFFFC4
uchar ovl_En_Guest[2864],,E06E00h,B30h,Fg: Bg:0xFFFFC4
uchar ovl_En_Hata[1408],,E07930h,580h,Fg: Bg:0xFFFFC4
uchar ovl_En_Heishi1[7120],,E07EB0h,1BD0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Heishi2[10144],,E09A80h,27A0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Heishi3[2704],,E0C220h,A90h,Fg: Bg:0xFFFFC4
uchar ovl_En_Heishi4[4400],,E0CCB0h,1130h,Fg: Bg:0xFFFFC4
uchar ovl_En_Hintnuts[6672],,E0DDE0h,1A10h,Fg: Bg:0xFFFFC4
uchar ovl_En_Holl[4128],,E0F7F0h,1020h,Fg: Bg:0xFFFFC4
uchar ovl_En_Honotrap[5824],,E10810h,16C0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Horse[49760],,E11ED0h,C260h,Fg: Bg:0xFFFFC4
uchar ovl_En_Horse_Game_Check[4368],,E1E130h,1110h,Fg: Bg:0xFFFFC4
uchar ovl_En_Horse_Ganon[3440],,E1F240h,D70h,Fg: Bg:0xFFFFC4
uchar ovl_En_Horse_Link_Child[7808],,E1FFB0h,1E80h,Fg: Bg:0xFFFFC4
uchar ovl_En_Horse_Normal[9856],,E21E30h,2680h,Fg: Bg:0xFFFFC4
uchar ovl_En_Horse_Zelda[2768],,E244B0h,AD0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Hs[3072],,E24F80h,C00h,Fg: Bg:0xFFFFC4
uchar ovl_En_Hs2[1552],,E25B80h,610h,Fg: Bg:0xFFFFC4
uchar ovl_En_Hy[14912],,E26190h,3A40h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ice_Hono[4896],,E29BD0h,1320h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ik[19600],,E2AEF0h,4C90h,Fg: Bg:0xFFFFC4
uchar ovl_En_In[11888],,E2FB80h,2E70h,Fg: Bg:0xFFFFC4
uchar ovl_En_Insect[9792],,E329F0h,2640h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ishi[37408],,E35030h,9220h,Fg: Bg:0xFFFFC4
uchar ovl_En_It[384],,E3E250h,180h,Fg: Bg:0xFFFFC4
uchar ovl_En_Jj[5648],,E3E3D0h,1610h,Fg: Bg:0xFFFFC4
uchar ovl_En_Js[2448],,E3F9E0h,990h,Fg: Bg:0xFFFFC4
uchar ovl_En_Jsjutan[20080],,E40370h,4E70h,Fg: Bg:0xFFFFC4
uchar ovl_En_Kakasi[3744],,E451E0h,EA0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Kakasi2[3344],,E46080h,D10h,Fg: Bg:0xFFFFC4
uchar ovl_En_Kakasi3[4736],,E46D90h,1280h,Fg: Bg:0xFFFFC4
uchar ovl_En_Kanban[13232],,E48010h,33B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Karebaba[6752],,E4B3C0h,1A60h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ko[16880],,E4CE20h,41F0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Kusa[5552],,E51010h,15B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Kz[5616],,E525C0h,15F0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Light[3728],,E53BB0h,E90h,Fg: Bg:0xFFFFC4
uchar ovl_En_Lightbox[1136],,E54A40h,470h,Fg: Bg:0xFFFFC4
uchar ovl_En_M_Fire1[416],,E54EB0h,1A0h,Fg: Bg:0xFFFFC4
uchar ovl_En_M_Thunder[5808],,E55050h,16B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ma1[4880],,E56700h,1310h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ma2[4352],,E57A10h,1100h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ma3[4192],,E58B10h,1060h,Fg: Bg:0xFFFFC4
uchar ovl_En_Mag[9552],,E59B70h,2550h,Fg: Bg:0xFFFFC4
uchar ovl_En_Mb[16896],,E5C0C0h,4200h,Fg: Bg:0xFFFFC4
uchar ovl_En_Md[9904],,E602C0h,26B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Mk[3696],,E62970h,E70h,Fg: Bg:0xFFFFC4
uchar ovl_En_Mm[5856],,E637E0h,16E0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Mm2[3792],,E64EC0h,ED0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ms[1792],,E65D90h,700h,Fg: Bg:0xFFFFC4
uchar ovl_En_Mu[2416],,E66490h,970h,Fg: Bg:0xFFFFC4
uchar ovl_En_Nb[18928],,E66E00h,49F0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Niw[14336],,E6B7F0h,3800h,Fg: Bg:0xFFFFC4
uchar ovl_En_Niw_Girl[3264],,E6EFF0h,CC0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Niw_Lady[7696],,E6FCB0h,1E10h,Fg: Bg:0xFFFFC4
uchar ovl_En_Nutsball[1680],,E71AC0h,690h,Fg: Bg:0xFFFFC4
uchar ovl_En_Nwc[2768],,E72150h,AD0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ny[6896],,E72C20h,1AF0h,Fg: Bg:0xFFFFC4
uchar ovl_En_OE2[192],,E74710h,C0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Okarina_Effect[1472],,E747D0h,5C0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Okarina_Tag[6464],,E74D90h,1940h,Fg: Bg:0xFFFFC4
uchar ovl_En_Okuta[9792],,E766D0h,2640h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ossan[29312],,E78D10h,7280h,Fg: Bg:0xFFFFC4
uchar ovl_En_Owl[16048],,E7FF90h,3EB0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Part[5840],,E83E40h,16D0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Peehat[14352],,E85510h,3810h,Fg: Bg:0xFFFFC4
uchar ovl_En_Po_Desert[3664],,E88D20h,E50h,Fg: Bg:0xFFFFC4
uchar ovl_En_Po_Field[15280],,E89B70h,3BB0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Po_Relay[6224],,E8D720h,1850h,Fg: Bg:0xFFFFC4
uchar ovl_En_Po_Sisters[19904],,E8EF70h,4DC0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Poh[17264],,E93D30h,4370h,Fg: Bg:0xFFFFC4
uchar ovl_En_Pu_box[832],,E980A0h,340h,Fg: Bg:0xFFFFC4
uchar ovl_En_Rd[10448],,E983E0h,28D0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Reeba[7264],,E9ACB0h,1C60h,Fg: Bg:0xFFFFC4
uchar ovl_En_River_Sound[2432],,E9C910h,980h,Fg: Bg:0xFFFFC4
uchar ovl_En_Rl[4496],,E9D290h,1190h,Fg: Bg:0xFFFFC4
uchar ovl_En_Rr[10192],,E9E420h,27D0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ru1[31040],,EA0BF0h,7940h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ru2[12304],,EA8530h,3010h,Fg: Bg:0xFFFFC4
uchar ovl_En_Sa[8848],,EAB540h,2290h,Fg: Bg:0xFFFFC4
uchar ovl_En_Sb[5248],,EAD7D0h,1480h,Fg: Bg:0xFFFFC4
uchar ovl_En_Scene_Change[432],,EAEC50h,1B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Sda[6208],,EAEE00h,1840h,Fg: Bg:0xFFFFC4
uchar ovl_En_Shopnuts[3952],,EB0640h,F70h,Fg: Bg:0xFFFFC4
uchar ovl_En_Si[1264],,EB15B0h,4F0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Siofuki[3616],,EB1AA0h,E20h,Fg: Bg:0xFFFFC4
uchar ovl_En_Skb[6416],,EB28C0h,1910h,Fg: Bg:0xFFFFC4
uchar ovl_En_Skj[15344],,EB41D0h,3BF0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Skjneedle[960],,EB7DC0h,3C0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ssh[9760],,EB8180h,2620h,Fg: Bg:0xFFFFC4
uchar ovl_En_St[11440],,EBA7A0h,2CB0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Sth[16992],,EBD450h,4260h,Fg: Bg:0xFFFFC4
uchar ovl_En_Stream[1552],,EC16B0h,610h,Fg: Bg:0xFFFFC4
uchar ovl_En_Sw[14464],,EC1CC0h,3880h,Fg: Bg:0xFFFFC4
uchar ovl_En_Syateki_Itm[4544],,EC5540h,11C0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Syateki_Man[4224],,EC6700h,1080h,Fg: Bg:0xFFFFC4
uchar ovl_En_Syateki_Niw[8624],,EC7780h,21B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Ta[15040],,EC9930h,3AC0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Takara_Man[2512],,ECD3F0h,9D0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Tana[1072],,ECDDC0h,430h,Fg: Bg:0xFFFFC4
uchar ovl_En_Tg[1824],,ECE1F0h,720h,Fg: Bg:0xFFFFC4
uchar ovl_En_Tite[11904],,ECE910h,2E80h,Fg: Bg:0xFFFFC4
uchar ovl_En_Tk[8080],,ED1790h,1F90h,Fg: Bg:0xFFFFC4
uchar ovl_En_Torch[240],,ED3720h,F0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Torch2[10160],,ED3810h,27B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Toryo[3184],,ED5FC0h,C70h,Fg: Bg:0xFFFFC4
uchar ovl_En_Tp[7952],,ED6C30h,1F10h,Fg: Bg:0xFFFFC4
uchar ovl_En_Tr[6512],,ED8B40h,1970h,Fg: Bg:0xFFFFC4
uchar ovl_En_Trap[4752],,EDA4B0h,1290h,Fg: Bg:0xFFFFC4
uchar ovl_En_Tubo_Trap[3520],,EDB740h,DC0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Vali[10240],,EDC500h,2800h,Fg: Bg:0xFFFFC4
uchar ovl_En_Vase[240],,EDED00h,F0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Vb_Ball[4704],,EDEDF0h,1260h,Fg: Bg:0xFFFFC4
uchar ovl_En_Viewer[12864],,EE0050h,3240h,Fg: Bg:0xFFFFC4
uchar ovl_En_Vm[6544],,EE3290h,1990h,Fg: Bg:0xFFFFC4
uchar ovl_En_Wall_Tubo[1840],,EE4C20h,730h,Fg: Bg:0xFFFFC4
uchar ovl_En_Wallmas[6912],,EE5350h,1B00h,Fg: Bg:0xFFFFC4
uchar ovl_En_Weather_Tag[4720],,EE6E50h,1270h,Fg: Bg:0xFFFFC4
uchar ovl_En_Weiyer[6688],,EE80C0h,1A20h,Fg: Bg:0xFFFFC4
uchar ovl_En_Wf[17328],,EE9AE0h,43B0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Wonder_Item[4016],,EEDE90h,FB0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Wonder_Talk[3552],,EEEE40h,DE0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Wonder_Talk2[4256],,EEFC20h,10A0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Wood02[4704],,EF0CC0h,1260h,Fg: Bg:0xFFFFC4
uchar ovl_En_Xc[27568],,EF1F20h,6BB0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Yabusame_Mark[3072],,EF8AD0h,C00h,Fg: Bg:0xFFFFC4
uchar ovl_En_Yukabyun[1680],,EF96D0h,690h,Fg: Bg:0xFFFFC4
uchar ovl_En_Zf[27360],,EF9D60h,6AE0h,Fg: Bg:0xFFFFC4
uchar ovl_En_Zl1[15952],,F00840h,3E50h,Fg: Bg:0xFFFFC4
uchar ovl_En_Zl2[18976],,F04690h,4A20h,Fg: Bg:0xFFFFC4
uchar ovl_En_Zl3[33792],,F090B0h,8400h,Fg: Bg:0xFFFFC4
uchar ovl_En_Zl4[19056],,F114B0h,4A70h,Fg: Bg:0xFFFFC4
uchar ovl_En_Zo[10144],,F15F20h,27A0h,Fg: Bg:0xFFFFC4
uchar ovl_En_fHG[11616],,F186C0h,2D60h,Fg: Bg:0xFFFFC4
uchar ovl_End_Title[17024],,F1B420h,4280h,Fg: Bg:0xFFFFC4
uchar ovl_Fishing[83664],,F1F6A0h,146D0h,Fg: Bg:0xFFFFC4
uchar ovl_Item_B_Heart[1184],,F33D70h,4A0h,Fg: Bg:0xFFFFC4
uchar ovl_Item_Etcetera[2544],,F34210h,9F0h,Fg: Bg:0xFFFFC4
uchar ovl_Item_Inbox[336],,F34C00h,150h,Fg: Bg:0xFFFFC4
uchar ovl_Item_Ocarina[2032],,F34D50h,7F0h,Fg: Bg:0xFFFFC4
uchar ovl_Item_Shield[2736],,F35540h,AB0h,Fg: Bg:0xFFFFC4
uchar ovl_Magic_Dark[6560],,F35FF0h,19A0h,Fg: Bg:0xFFFFC4
uchar ovl_Magic_Fire[9104],,F37990h,2390h,Fg: Bg:0xFFFFC4
uchar ovl_Magic_Wind[8016],,F39D20h,1F50h,Fg: Bg:0xFFFFC4
uchar ovl_Mir_Ray[6704],,F3BC70h,1A30h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Bean[10720],,F3D6A0h,29E0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Blockstop[400],,F40080h,190h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Bombiwa[1392],,F40210h,570h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Comb[2240],,F40780h,8C0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Dekujr[1760],,F41040h,6E0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Elevator[1168],,F41720h,490h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Hamishi[2256],,F41BB0h,8D0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Hana[768],,F42480h,300h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Hsblock[1792],,F42780h,700h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Ice_Poly[2624],,F42E80h,A40h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Kibako[3376],,F438C0h,D30h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Kibako2[1792],,F445F0h,700h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Lift[2768],,F44CF0h,AD0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Lightswitch[5840],,F457C0h,16D0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Makekinsuta[672],,F46E90h,2A0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Makeoshihiki[1424],,F47130h,590h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Mure[5280],,F476C0h,14A0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Mure2[2704],,F48B60h,A90h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Mure3[1968],,F495F0h,7B0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Oshihiki[7760],,F49DA0h,1E50h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Roomtimer[576],,F4BBF0h,240h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Switch[8352],,F4BE30h,20A0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Syokudai[3296],,F4DED0h,CE0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Timeblock[3520],,F4EBB0h,DC0h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Tsubo[4240],,F4F970h,1090h,Fg: Bg:0xFFFFC4
uchar ovl_Obj_Warp2block[3248],,F50A00h,CB0h,Fg: Bg:0xFFFFC4
uchar ovl_Object_Kankyo[13776],,F516B0h,35D0h,Fg: Bg:0xFFFFC4
uchar ovl_Oceff_Spot[4208],,F54C80h,1070h,Fg: Bg:0xFFFFC4
uchar ovl_Oceff_Storm[7344],,F55CF0h,1CB0h,Fg: Bg:0xFFFFC4
uchar ovl_Oceff_Wipe[3616],,F579A0h,E20h,Fg: Bg:0xFFFFC4
uchar ovl_Oceff_Wipe2[6208],,F587C0h,1840h,Fg: Bg:0xFFFFC4
uchar ovl_Oceff_Wipe3[6176],,F5A000h,1820h,Fg: Bg:0xFFFFC4
uchar ovl_Oceff_Wipe4[4272],,F5B820h,10B0h,Fg: Bg:0xFFFFC4
uchar ovl_Shot_Sun[1856],,F5C8D0h,740h,Fg: Bg:0xFFFFC4
uchar gameplay_keep[354224],,F5E000h,567B0h,Fg: Bg:0xFFFFC4
uchar gameplay_field_keep[54064],,FB5000h,D330h,Fg: Bg:0xFFFFC4
uchar gameplay_dangeon_keep[97008],,FC3000h,17AF0h,Fg: Bg:0xFFFFC4
uchar gameplay_object_exchange_static[16],,FDB000h,10h,Fg: Bg:0xFFFFC4
uchar object_link_boy[227328],,FDC000h,37800h,Fg: Bg:0xFFFFC4
uchar object_link_child[184192],,1014000h,2CF80h,Fg: Bg:0xFFFFC4
uchar object_box[24576],,1041000h,6000h,Fg: Bg:0xFFFFC4
uchar object_human[78208],,1047000h,13180h,Fg: Bg:0xFFFFC4
uchar object_okuta[15488],,105B000h,3C80h,Fg: Bg:0xFFFFC4
uchar object_poh[20704],,105F000h,50E0h,Fg: Bg:0xFFFFC4
uchar object_wallmaster[41072],,1065000h,A070h,Fg: Bg:0xFFFFC4
uchar object_dy_obj[120112],,1070000h,1D530h,Fg: Bg:0xFFFFC4
uchar object_firefly[6336],,108E000h,18C0h,Fg: Bg:0xFFFFC4
uchar object_dodongo[39232],,1090000h,9940h,Fg: Bg:0xFFFFC4
uchar object_fire[16544],,109A000h,40A0h,Fg: Bg:0xFFFFC4
uchar object_niw[9536],,109F000h,2540h,Fg: Bg:0xFFFFC4
uchar object_tite[14896],,10A2000h,3A30h,Fg: Bg:0xFFFFC4
uchar object_reeba[7920],,10A6000h,1EF0h,Fg: Bg:0xFFFFC4
uchar object_peehat[7312],,10A8000h,1C90h,Fg: Bg:0xFFFFC4
uchar object_kingdodongo[199904],,10AA000h,30CE0h,Fg: Bg:0xFFFFC4
uchar object_horse[57104],,10DB000h,DF10h,Fg: Bg:0xFFFFC4
uchar object_zf[91040],,10E9000h,163A0h,Fg: Bg:0xFFFFC4
uchar object_goma[128512],,1100000h,1F600h,Fg: Bg:0xFFFFC4
uchar object_zl1[82880],,1120000h,143C0h,Fg: Bg:0xFFFFC4
uchar object_gol[16928],,1135000h,4220h,Fg: Bg:0xFFFFC4
uchar object_bubble[4288],,113A000h,10C0h,Fg: Bg:0xFFFFC4
uchar object_dodojr[8432],,113C000h,20F0h,Fg: Bg:0xFFFFC4
uchar object_torch2[18288],,113F000h,4770h,Fg: Bg:0xFFFFC4
uchar object_bl[22608],,1144000h,5850h,Fg: Bg:0xFFFFC4
uchar object_tp[7408],,114A000h,1CF0h,Fg: Bg:0xFFFFC4
uchar object_oA1[18192],,114C000h,4710h,Fg: Bg:0xFFFFC4
uchar object_st[23472],,1151000h,5BB0h,Fg: Bg:0xFFFFC4
uchar object_bw[8800],,1157000h,2260h,Fg: Bg:0xFFFFC4
uchar object_ei[13344],,115A000h,3420h,Fg: Bg:0xFFFFC4
uchar object_horse_normal[40896],,115E000h,9FC0h,Fg: Bg:0xFFFFC4
uchar object_oB1[26288],,1168000h,66B0h,Fg: Bg:0xFFFFC4
uchar object_o_anime[8528],,116F000h,2150h,Fg: Bg:0xFFFFC4
uchar object_spot04_objects[5824],,1172000h,16C0h,Fg: Bg:0xFFFFC4
uchar object_ddan_objects[34656],,1174000h,8760h,Fg: Bg:0xFFFFC4
uchar object_hidan_objects[97568],,117D000h,17D20h,Fg: Bg:0xFFFFC4
uchar object_horse_ganon[49296],,1195000h,C090h,Fg: Bg:0xFFFFC4
uchar object_oA2[22224],,11A2000h,56D0h,Fg: Bg:0xFFFFC4
uchar object_spot00_objects[7184],,11A8000h,1C10h,Fg: Bg:0xFFFFC4
uchar object_mb[82336],,11AA000h,141A0h,Fg: Bg:0xFFFFC4
uchar object_bombf[6656],,11BF000h,1A00h,Fg: Bg:0xFFFFC4
uchar object_sk2[59392],,11C1000h,E800h,Fg: Bg:0xFFFFC4
uchar object_oE1[26640],,11D0000h,6810h,Fg: Bg:0xFFFFC4
uchar object_oE_anime[20576],,11D7000h,5060h,Fg: Bg:0xFFFFC4
uchar object_oE2[23152],,11DD000h,5A70h,Fg: Bg:0xFFFFC4
uchar object_ydan_objects[36992],,11E3000h,9080h,Fg: Bg:0xFFFFC4
uchar object_gnd[77824],,11ED000h,13000h,Fg: Bg:0xFFFFC4
uchar object_am[23376],,1200000h,5B50h,Fg: Bg:0xFFFFC4
uchar object_dekubaba[14784],,1206000h,39C0h,Fg: Bg:0xFFFFC4
uchar object_oA3[8496],,120A000h,2130h,Fg: Bg:0xFFFFC4
uchar object_oA4[5936],,120D000h,1730h,Fg: Bg:0xFFFFC4
uchar object_oA5[5808],,120F000h,16B0h,Fg: Bg:0xFFFFC4
uchar object_oA6[6656],,1211000h,1A00h,Fg: Bg:0xFFFFC4
uchar object_oA7[5456],,1213000h,1550h,Fg: Bg:0xFFFFC4
uchar object_jj[47808],,1215000h,BAC0h,Fg: Bg:0xFFFFC4
uchar object_oA8[6064],,1221000h,17B0h,Fg: Bg:0xFFFFC4
uchar object_oA9[1312],,1223000h,520h,Fg: Bg:0xFFFFC4
uchar object_oB2[16608],,1224000h,40E0h,Fg: Bg:0xFFFFC4
uchar object_oB3[17552],,1229000h,4490h,Fg: Bg:0xFFFFC4
uchar object_oB4[6256],,122E000h,1870h,Fg: Bg:0xFFFFC4
uchar object_horse_zelda[29024],,1230000h,7160h,Fg: Bg:0xFFFFC4
uchar object_opening_demo1[20576],,1238000h,5060h,Fg: Bg:0xFFFFC4
uchar object_warp1[11440],,123E000h,2CB0h,Fg: Bg:0xFFFFC4
uchar object_b_heart[1600],,1241000h,640h,Fg: Bg:0xFFFFC4
uchar object_dekunuts[13920],,1242000h,3660h,Fg: Bg:0xFFFFC4
uchar object_oE3[28960],,1246000h,7120h,Fg: Bg:0xFFFFC4
uchar object_oE4[20432],,124E000h,4FD0h,Fg: Bg:0xFFFFC4
uchar object_menkuri_objects[35600],,1253000h,8B10h,Fg: Bg:0xFFFFC4
uchar object_oE5[21952],,125C000h,55C0h,Fg: Bg:0xFFFFC4
uchar object_oE6[11856],,1262000h,2E50h,Fg: Bg:0xFFFFC4
uchar object_oE7[10848],,1265000h,2A60h,Fg: Bg:0xFFFFC4
uchar object_oE8[13264],,1268000h,33D0h,Fg: Bg:0xFFFFC4
uchar object_oE9[12048],,126C000h,2F10h,Fg: Bg:0xFFFFC4
uchar object_oE10[10704],,126F000h,29D0h,Fg: Bg:0xFFFFC4
uchar object_oE11[12784],,1272000h,31F0h,Fg: Bg:0xFFFFC4
uchar object_oE12[14272],,1276000h,37C0h,Fg: Bg:0xFFFFC4
uchar object_vali[18512],,127A000h,4850h,Fg: Bg:0xFFFFC4
uchar object_oA10[11952],,127F000h,2EB0h,Fg: Bg:0xFFFFC4
uchar object_oA11[5568],,1282000h,15C0h,Fg: Bg:0xFFFFC4
uchar object_mizu_objects[45856],,1284000h,B320h,Fg: Bg:0xFFFFC4
uchar object_fhg[74208],,1290000h,121E0h,Fg: Bg:0xFFFFC4
uchar object_ossan[39760],,12A3000h,9B50h,Fg: Bg:0xFFFFC4
uchar object_mori_hineri1[21744],,12AD000h,54F0h,Fg: Bg:0xFFFFC4
uchar object_Bb[6720],,12B3000h,1A40h,Fg: Bg:0xFFFFC4
uchar object_toki_objects[33872],,12B5000h,8450h,Fg: Bg:0xFFFFC4
uchar object_yukabyun[5360],,12BE000h,14F0h,Fg: Bg:0xFFFFC4
uchar object_zl2[68992],,12C0000h,10D80h,Fg: Bg:0xFFFFC4
uchar object_mjin[4752],,12D1000h,1290h,Fg: Bg:0xFFFFC4
uchar object_mjin_flash[4096],,12D3000h,1000h,Fg: Bg:0xFFFFC4
uchar object_mjin_dark[4096],,12D4000h,1000h,Fg: Bg:0xFFFFC4
uchar object_mjin_flame[4096],,12D5000h,1000h,Fg: Bg:0xFFFFC4
uchar object_mjin_ice[4096],,12D6000h,1000h,Fg: Bg:0xFFFFC4
